Comment,Designator,Footprint,LCSC
1N4148W-T4,"D1,D10,D11,D12,D13,D14,D15,D16,D17,D18,D19,D2,D20,D21,D22,D23,D24,D25,D26,D27,D28,D29,D3,D30,D31,D32,D33,D34,D35,D36,D37,D38,D39,D4,D40,D41,D42,D43,D44,D45,D46,D47,D48,D49,D5,D50,D51,D52,D53,D54,D55,D56,D57,D58,D59,D6,D60,D61,D62,D63,D64,D7,D8,D9",D_SOD-523,C68948
MT2492,U1,SOT-23-6,C89358
CSTCE12M0G55-R0,Y0,Resonator_SMD_Murata_CSTxExxV-3Pin_3.0x1.1mm,C91581
10uH,LP1,L_Sunlord_SWPA4020S,C98364
Keyswitch,K2,SW_PG1350,
Keyswitch,K3,SW_PG1350,
Keyswitch,K6,SW_PG1350,
Keyswitch,K7,SW_PG1350,
Keyswitch,K8,SW_PG1350,
Keyswitch,K9,SW_PG1350,
Keyswitch,K10,SW_PG1350,
Keyswitch,K11,SW_PG1350,
Keyswitch,K12,SW_PG1350,
Keyswitch,K13,SW_PG1350,
Keyswitch,K14,SW_PG1350,
Keyswitch,K15,SW_PG1350,
Keyswitch,K16,SW_PG1350,
Keyswitch,K17,SW_PG1350,
Keyswitch,K18,SW_PG1350,
Keyswitch,K19,SW_PG1350,
Keyswitch,K22,SW_PG1350,
Keyswitch,K23,SW_PG1350,
Keyswitch,K24,SW_PG1350,
Keyswitch,K25,SW_PG1350,
Keyswitch,K26,SW_PG1350,
Keyswitch,K27,SW_PG1350,
Keyswitch,K28,SW_PG1350,
Keyswitch,K29,SW_PG1350,
Keyswitch,K30,SW_PG1350,
Keyswitch,K31,SW_PG1350,
Keyswitch,K32,SW_PG1350,
Keyswitch,K33,SW_PG1350,
Keyswitch,K34,SW_PG1350,
Keyswitch,K35,SW_PG1350,
Keyswitch,K36,SW_PG1350,
Keyswitch,K37,SW_PG1350,
Keyswitch,K38,SW_PG1350,
Keyswitch,K39,SW_PG1350,
Keyswitch,K40,SW_PG1350,
Keyswitch,K41,SW_PG1350,
Keyswitch,K42,SW_PG1350,
Keyswitch,K43,SW_PG1350,
Keyswitch,K44,SW_PG1350,
Keyswitch,K45,SW_PG1350,
Keyswitch,K46,SW_PG1350,
Keyswitch,K47,SW_PG1350,
Keyswitch,K48,SW_PG1350,
Keyswitch,K49,SW_PG1350,
Keyswitch,K50,SW_PG1350,
Keyswitch,K51,SW_PG1350,
Keyswitch,K52,SW_PG1350,
Keyswitch,K53,SW_PG1350,
Keyswitch,K54,SW_PG1350,
Keyswitch,K55,SW_PG1350,
Keyswitch,K56,SW_PG1350,
Keyswitch,K57,SW_PG1350,
Keyswitch,K58,SW_PG1350,
Keyswitch,K59,SW_PG1350,
Keyswitch,K60,SW_PG1350,
Keyswitch,K61,SW_PG1350,
Keyswitch,K62,SW_PG1350,
Keyswitch,K63,SW_PG1350,
Keyswitch,K64,SW_PG1350,
Keyswitch,K1,SW_PG1350,
Mount,H1,MountingHole_3.2mm_M3,
Mount,H2,MountingHole_3.2mm_M3,
Mount,H3,MountingHole_3.2mm_M3,
Mount,H4,MountingHole_3.2mm_M3,
Mount,H5,MountingHole_3.2mm_M3,
Mount,H6,MountingHole_3.2mm_M3,
Keyswitch,K4,SW_PG1350,
Keyswitch,K5,SW_PG1350,
Keyswitch,K21,SW_PG1350,
Keyswitch,K20,SW_PG1350,
Keyswitch,K54.1,SW_PG1350,
Mount,H7,MountingHole_3.2mm_M3,
Mount,H8,MountingHole_3.2mm_M3,
Keyswitch,K58.1,SW_PG1350,
Expansion,J2,PinHeader_1x06_P1.27mm_Vertical,
EDI,G0,EDILogo,
